PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Age_is_missing,RoomService_is_missing,FoodCourt_is_missing,ShoppingMall_is_missing,Spa_is_missing,VRDeck_is_missing,HomePlanet_is_missing,CryoSleep_is_missing,Cabin_is_missing,Destination_is_missing,VIP_is_missing,Name_is_missing
14601,1,1,5433,3,56.0,1,0.0,0.0,0.0,0.0,0.0,8011,False,False,False,False,False,False,False,False,False,False,False,False,False
14701,1,2,5449,3,50.0,1,0.0,0.0,0.0,0.0,0.0,6865,True,False,False,False,False,False,False,False,False,False,False,False,False
14801,3,1,3579,3,42.0,1,1072.0,0.0,10.0,0.0,76.0,1946,False,False,False,False,False,False,False,False,False,False,False,False,False
14901,1,2,5468,1,27.0,1,0.0,0.0,0.0,0.0,0.0,1170,True,True,False,False,False,False,False,False,False,False,False,False,False
15101,1,2,5364,1,38.0,1,0.0,0.0,0.0,0.0,0.0,7034,False,False,False,False,False,False,False,False,False,False,False,False,False
15201,1,1,3595,0,41.0,1,0.0,0.0,0.0,0.0,607.0,538,False,False,False,False,False,False,False,False,False,False,True,False,False
16001,1,1,5396,3,22.0,1,4119.0,0.0,0.0,0.0,61.0,3471,False,False,False,False,False,False,False,False,False,False,False,False,False
16301,2,2,568,3,26.0,1,0.0,0.0,0.0,0.0,0.0,4543,True,False,False,False,False,False,False,False,False,False,False,False,False
16302,2,2,568,3,17.0,1,0.0,0.0,0.0,0.0,0.0,6934,True,False,False,False,False,False,False,False,False,False,False,False,False
16401,1,1,5486,3,57.0,1,50.0,1688.0,0.0,0.0,135.0,2981,True,False,False,False,False,True,False,False,False,False,False,False,False
16402,1,2,5486,2,17.0,1,0.0,0.0,0.0,0.0,0.0,3990,False,False,False,False,False,False,False,False,False,False,False,False,False
16501,3,2,3658,3,35.0,0,0.0,0.0,0.0,0.0,0.0,3521,True,False,False,False,False,False,False,False,False,False,False,True,False
16701,3,2,3633,3,13.0,1,0.0,0.0,0.0,0.0,0.0,5662,True,False,False,False,False,False,False,False,False,False,False,False,False
16702,3,1,3633,3,27.0,1,1365.0,0.0,48.0,22.0,137.0,6641,False,False,False,False,False,False,False,False,False,False,False,False,False
16901,1,2,5410,3,31.0,1,0.0,0.0,0.0,0.0,0.0,8123,False,False,False,False,False,False,False,False,False,False,False,False,False
17001,1,1,1411,3,24.0,1,0.0,0.0,0.0,221.0,567.0,5684,False,False,False,False,False,False,False,False,False,False,False,False,False
17101,1,2,5516,2,19.0,1,0.0,0.0,0.0,0.0,0.0,1911,True,False,False,False,False,False,False,False,False,False,False,False,False
17201,1,2,5420,3,32.0,1,0.0,0.0,0.0,0.0,0.0,3697,True,False,False,False,False,False,False,False,False,False,False,False,False
17301,1,0,1426,3,58.0,1,0.0,985.0,0.0,5.0,0.0,3886,True,False,False,False,False,False,False,False,True,False,False,False,False
17401,1,1,3674,1,21.0,1,287.0,0.0,16.0,115.0,175.0,2416,False,False,False,False,False,False,False,False,False,False,False,False,False
17701,2,1,309,3,38.0,1,0.0,10346.0,1.0,14970.0,2111.0,7805,False,False,False,False,False,False,False,False,False,False,False,False,False
17801,3,1,1346,3,38.0,1,3414.0,0.0,161.0,28.0,119.0,8176,False,False,False,False,False,False,False,False,False,False,False,False,False
17901,1,1,5448,3,19.0,1,1.0,219.0,673.0,2.0,11.0,2591,True,False,False,False,False,False,False,False,False,False,False,False,False
17902,1,1,5448,3,0.0,1,0.0,0.0,0.0,0.0,0.0,6516,False,False,False,False,False,False,False,False,False,False,False,False,False
17903,1,1,5448,3,3.0,1,0.0,0.0,0.0,0.0,0.0,6851,True,False,False,False,False,False,False,False,False,False,False,False,False
18101,1,1,5467,3,20.0,1,0.0,0.0,3.0,299.0,92.0,5838,False,False,False,False,False,False,False,False,False,False,False,False,False
18201,2,2,903,3,24.0,1,0.0,0.0,0.0,0.0,0.0,4774,True,False,False,False,False,False,False,False,False,False,False,False,False
18301,1,1,3647,3,37.0,1,17.0,146.0,426.0,0.0,232.0,7250,True,False,False,False,False,False,False,False,False,False,False,False,False
18601,1,1,5485,3,25.0,1,62.0,0.0,0.0,0.0,956.0,1438,False,False,False,False,False,False,False,False,False,False,False,False,False
18801,1,2,5531,3,56.0,1,0.0,0.0,0.0,0.0,0.0,1322,True,False,False,False,False,False,False,False,False,False,False,False,False
18901,1,1,2158,1,49.0,1,84.0,3.0,401.0,202.0,98.0,3817,False,False,False,False,False,False,False,False,False,False,False,False,False
19001,1,2,5546,1,11.0,1,0.0,0.0,0.0,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
19201,1,2,5499,3,1.0,1,0.0,0.0,0.0,0.0,0.0,7463,True,False,False,False,False,False,False,False,False,False,False,False,False
19202,1,1,5499,3,8.0,1,0.0,0.0,0.0,0.0,0.0,6668,False,False,False,False,False,False,False,False,False,False,False,False,False
19203,1,1,5499,3,39.0,1,0.0,0.0,10.0,898.0,0.0,4973,False,False,False,False,False,False,False,False,False,False,False,False,False
19301,3,2,3708,3,2.0,1,0.0,0.0,0.0,0.0,0.0,7195,True,False,False,False,False,False,False,False,False,False,False,False,False
19302,3,1,3708,3,23.0,1,0.0,0.0,8.0,1072.0,0.0,3134,False,False,True,False,False,False,False,False,False,False,False,False,False
19303,3,1,3708,3,0.0,1,0.0,0.0,0.0,0.0,0.0,3420,True,False,False,False,False,False,False,False,False,False,False,False,False
19501,3,1,3729,3,39.0,1,406.0,0.0,867.0,0.0,0.0,935,True,False,False,False,False,False,False,False,False,False,False,False,False
19601,3,1,1330,2,25.0,1,1052.0,0.0,719.0,0.0,7.0,1477,False,False,False,False,False,False,False,False,False,False,False,False,False
19701,2,1,962,3,36.0,1,0.0,972.0,0.0,795.0,575.0,829,False,False,False,False,False,False,False,False,False,False,False,False,False
19801,1,0,5515,2,52.0,1,0.0,0.0,0.0,0.0,0.0,4289,True,False,False,False,False,False,False,False,True,False,False,False,False
19901,1,2,5559,3,18.0,1,0.0,0.0,0.0,0.0,0.0,6551,False,False,False,False,False,False,False,False,False,False,False,False,False
20001,1,2,5530,3,15.0,1,0.0,0.0,0.0,0.0,0.0,2649,True,False,False,False,False,False,False,False,False,False,False,False,False
20101,2,2,463,3,35.0,1,0.0,0.0,0.0,0.0,0.0,4550,True,False,False,False,False,False,False,False,False,False,False,False,False
20102,2,2,463,3,47.0,1,0.0,0.0,0.0,0.0,0.0,2525,True,False,False,False,False,False,False,False,False,False,False,False,False
20201,2,2,584,1,45.0,1,0.0,0.0,0.0,0.0,0.0,6323,True,False,False,False,False,False,False,False,False,False,False,False,False
20202,2,1,24,1,27.0,1,0.0,2433.0,0.0,878.0,443.0,7989,True,True,False,False,True,False,False,False,False,False,False,False,False
20301,2,2,1007,3,51.0,1,0.0,0.0,0.0,0.0,0.0,518,True,False,False,False,False,False,False,False,False,False,False,False,False
20501,1,1,5571,3,29.0,1,0.0,2.0,66.0,0.0,705.0,1534,False,False,False,False,False,False,False,False,False,False,False,False,False
20601,2,1,1023,1,27.0,1,2.0,1720.0,12.0,1125.0,122.0,6014,True,True,False,False,False,False,False,False,False,False,False,False,False
20701,1,2,5545,2,19.0,1,0.0,0.0,0.0,0.0,0.0,7705,False,False,False,False,False,False,False,False,False,False,False,False,False
21001,0,2,1345,1,24.0,1,0.0,0.0,0.0,0.0,0.0,753,True,False,False,False,True,False,False,True,False,False,False,False,False
21101,3,1,3763,3,29.0,1,902.0,1.0,137.0,0.0,0.0,6180,True,False,False,False,False,False,False,False,False,False,False,False,False
21102,3,2,3763,3,11.0,1,0.0,0.0,0.0,0.0,0.0,1944,True,False,False,False,False,False,False,False,False,False,False,False,False
21103,3,1,3763,3,17.0,1,848.0,0.0,307.0,182.0,0.0,6269,False,False,False,False,False,False,False,False,False,False,False,False,False
21201,1,1,2170,3,13.0,1,192.0,0.0,0.0,51.0,739.0,4032,False,False,False,False,False,False,False,False,False,False,False,False,False
21202,1,1,3776,3,35.0,1,147.0,188.0,0.0,10.0,387.0,7015,False,False,False,False,False,False,False,False,False,False,False,False,False
21301,1,1,3790,3,21.0,1,367.0,281.0,0.0,0.0,146.0,1503,False,False,False,False,False,False,False,False,False,False,False,False,False
21601,1,1,3698,1,21.0,1,0.0,56.0,0.0,0.0,1918.0,6959,False,False,False,False,False,False,False,False,False,False,False,False,False
21701,1,1,3806,3,38.0,1,1517.0,0.0,0.0,27.0,0.0,6366,False,False,False,False,False,False,False,False,False,False,False,False,False
21901,1,2,5601,3,19.0,1,0.0,0.0,0.0,0.0,0.0,5961,True,False,False,False,False,False,False,False,False,False,False,False,False
22001,1,2,5616,3,2.0,1,0.0,0.0,0.0,0.0,0.0,7904,True,False,False,False,False,False,False,False,False,False,False,False,False
22002,1,1,5616,3,0.0,1,0.0,0.0,0.0,0.0,0.0,8224,True,False,False,False,False,False,False,False,False,False,False,False,False
22003,1,2,5616,3,13.0,1,0.0,0.0,0.0,0.0,0.0,1303,False,False,False,False,False,False,False,False,False,False,False,False,False
22004,1,1,1410,3,25.0,1,122.0,84.0,0.0,0.0,0.0,2367,False,False,False,False,True,False,False,False,False,False,False,False,False
22005,1,1,3819,3,16.0,1,0.0,3.0,0.0,0.0,1099.0,7996,False,False,False,False,False,False,False,False,False,False,False,False,False
22006,1,1,5616,1,1.0,1,0.0,0.0,0.0,0.0,0.0,8230,False,False,False,False,False,False,False,False,False,False,False,False,False
22007,1,2,5616,3,15.0,1,0.0,0.0,0.0,0.0,0.0,3607,True,False,False,False,False,False,False,False,False,False,False,False,False
